mtime,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22
None,389681,224680,267516,84561,259571,219900,306345,232752,139321,338958,38002,291828,354901,50382,267250,332599,14843,186331,459987,171125,223678,124393,123001
None,84147,93610,253078,304923,351036,251496,6845,443485,146155,14590,10679,368241,356168,326267,222655,242543,449470,154556,356844,410067,34137,372363,435505
None,128158,353759,65711,86128,445930,401948,334002,37995,425714,60201,158308,485663,197935,194199,181455,154557,15206,971,191023,107919,123435,227953,459895
None,1182,121934,118300,66102,107427,262731,470875,490793,223251,410383,25114,377922,181050,167334,220498,235433,170460,183434,159363,192333,484141,86615,203067
None,349119,312037,227863,340163,185442,462269,223881,200749,422241,483298,91641,166772,415906,248085,92416,42450,441377,173289,59888,256776,360716,50397,403832
None,493128,246747,215776,261240,186813,303201,118791,98876,418592,191448,302670,284577,194521,459391,223478,410362,13834,210291,96737,405571,205317,177441,162674
None,57980,128393,415466,59890,448531,418054,289895,304973,390950,25501,249359,175478,19765,187470,123039,116550,155531,66066,496966,38907,229286,491628,194877
None,122021,249175,487496,117755,433598,432100,415756,266298,282116,393415,117081,86503,103817,287198,74114,266252,433871,393292,291961,112855,61648,82294,449806
None,242029,252859,396723,324476,453920,416788,326768,74382,125214,159873,86442,331724,415926,467386,178698,328694,68296,15781,78608,190417,176345,341995,308650
None,171284,327531,412330,448502,292862,309409,194244,325782,480588,451011,99312,356339,33632,13616,81304,69693,19542,216623,454229,385112,346710,133926,5259
None,6143,29728,126301,47881,112021,294810,275392,16142,45140,35485,366287,436675,41877,105388,40476,149768,155496,384253,417479,57414,419836,148053,420101
None,480736,229327,267925,106059,413420,213312,233526,255634,72154,406749,54789,32979,130262,473360,114446,128374,461934,15058,237470,36631,198121,30024,146065
None,10432,148968,114064,192421,53673,117190,381633,38614,101906,246670,44921,388405,373129,154309,297507,292432,10168,238967,27880,99047,203418,372503,409523
None,18502,330096,446379,455148,20820,336519,258104,463129,458508,318614,216622,52207,424157,102602,460378,24050,292949,322716,13423,288903,135688,120335,364471
None,178659,112318,426066,492848,167198,360546,52993,182983,135765,343497,223477,187173,117174,33245,477983,219672,319780,397330,414738,59414,28545,199859,45260
None,409509,352492,247923,119504,479431,419279,495999,168646,289820,136536,485034,75381,170764,153660,353471,314358,52055,349715,475589,21109,398048,41537,374237
None,469846,39424,122893,482323,439292,484622,481616,314671,317590,151896,68439,217297,464887,226792,246447,455649,242843,128640,193715,193170,297154,113971,339369
None,378450,325213,204323,13266,131761,390984,255880,260953,362524,248272,310379,164693,491400,111306,487239,440072,236265,409130,449835,224854,344704,205785,296735
None,327809,44433,152701,19036,150325,20052,38400,492565,219803,135129,220489,356107,243059,302054,142482,50073,373360,483559,99543,262159,23033,6489,478802
None,448666,412212,44406,293652,192029,107914,333571,272751,307874,103047,184943,332272,269859,364395,38958,321546,202760,180681,83976,478498,350188,98321,347541
None,202067,483794,58816,67799,160065,243020,89585,436093,476341,356344,484918,240001,14435,168943,189180,236844,44846,156600,234843,52330,387886,91325,171211
None,411185,214482,278058,408214,149959,198291,7993,59722,89286,491372,267395,328880,306036,56989,204723,439923,424881,433531,177752,354922,231350,349035,85604
None,425474,312246,190073,426726,120017,107753,229797,25665,488039,474387,293437,458467,124839,134775,269869,469259,267929,265085,8596,230435,252520,209343,155226
None,156679,198154,117500,188768,253328,480411,45342,431182,400300,52715,43448,277933,165160,226839,304096,240960,242226,132933,16883,239652,386415,194848,468126
None,498853,491275,498199,469385,113626,185347,486662,153493,116959,329346,222732,125326,380047,200130,315753,113292,20147,496832,370599,135871,412069,58524,471373
None,285354,388047,103476,134524,147899,292843,384312,61997,201324,27923,367329,226820,168695,388214,484828,380300,142889,180156,472707,120414,110160,7269,277353
None,28283,6504,35018,43887,287162,385323,117088,333834,346656,398751,419869,1345,331329,87760,314475,481927,352400,102570,85246,29894,366009,148664,250317
None,193334,109510,56686,464413,193539,46520,240871,482375,10165,228396,136317,111235,327379,213153,431891,354559,316540,211599,90864,215672,478977,55176,21423
None,419085,468880,128341,411242,35136,407044,298795,382697,285817,350460,115522,225871,357953,445074,480102,33665,8299,240204,266068,38399,191255,108673,421966
None,480812,494068,248142,476868,51283,62729,157874,86291,459787,35616,221299,290436,430241,382297,170446,405531,274514,26624,476126,236225,756,305226,321071
None,118751,98229,436825,413697,486493,115352,97604,439237,367974,415145,448520,253480,448470,270404,226927,10224,458724,22368,386360,293638,429979,465641,55963
None,254624,378813,188010,438095,488157,474563,339609,461272,141390,296873,14481,82932,492592,134407,198884,181330,337244,342866,459122,448963,129168,456772,373389
None,38788,251428,290972,344926,487323,458082,133789,212462,73230,66730,269643,336537,69900,115915,487680,372379,91327,391628,16416,343577,83697,207779,421154
None,424057,414642,236577,162828,245451,229134,209444,162956,391062,247778,393824,2638,25766,72845,390522,96648,4237,66304,290208,417724,140613,471475,358836
None,292492,168028,77610,115516,77118,496896,101767,141001,161028,152719,417653,412379,40417,438843,64012,387020,379324,453506,486192,484410,14007,400161,216455
None,79601,217227,449474,19841,242560,453824,200033,172272,376096,62108,185814,266317,63221,375714,331619,20673,394317,392329,347870,427911,163937,214851,256493
None,443516,308133,345600,212235,453821,236658,43203,57496,172453,102381,75828,290427,34917,205727,33202,98320,118497,474676,250944,9728,80742,367533,210043
None,162390,322209,24058,128000,61957,294331,249440,147887,34339,385923,5726,42354,350378,307247,104729,271772,148693,403388,498436,213991,42864,236118,438303
None,287221,338906,7920,367545,169969,327364,464348,35753,373341,320584,452881,213327,395433,110326,885,168385,487005,324691,432303,280385,268985,237657,109304
None,420838,419583,321036,237314,374023,65132,382083,121703,300701,256893,323193,72944,277838,416500,122845,138292,270388,248728,449603,219686,257421,138910,352998
None,491471,89802,458952,96366,135362,473158,496590,136783,230835,61918,450805,37238,480527,118295,113978,155761,280241,91007,472512,157800,82924,358065,125608
None,202960,79681,121480,3097,75463,469202,315671,372020,97094,102331,368923,391872,247874,458486,363957,188404,355492,341507,84425,295927,315768,355294,142426
None,478309,375095,291978,14711,230467,169887,255451,156302,224730,399002,387091,490201,19921,406248,4884,79671,195049,3990,415702,459322,435843,438577,166903
None,91160,421990,301709,218092,333758,264212,498187,225282,405848,494341,248331,159050,283243,58925,481656,162704,280160,153658,105207,494244,106470,290503,194497
None,442490,168730,299304,455655,479839,385115,311200,284339,165347,278595,206234,161031,490501,280901,493451,208757,126088,232665,311033,257759,356985,19460,460618
None,367861,220452,411856,345462,397809,391321,323922,437194,357893,19197,131305,109036,320647,12347,213760,277159,294703,458705,149244,196567,424675,297427,425739
None,463336,351845,448920,319633,104752,154569,395470,417077,199610,16535,358024,491080,292816,80878,8166,62438,453367,485405,473309,147518,255347,295564,235917
None,233447,17632,203794,137418,210286,141545,398886,101563,194856,196238,152075,143968,414622,277593,483869,300554,478253,321621,104420,143219,205779,496361,383218
None,146735,452870,408984,82608,369000,210984,305273,312605,479651,401150,53880,122649,105224,441001,474939,192420,141370,179519,413952,110393,443633,176079,200754
None,484047,254889,126143,359639,73789,404654,416556,207082,194176,29701,338330,185626,422709,419874,255624,473254,172344,309731,234259,119655,326596,5418,493514
None,111459,211490,442873,194343,98321,379944,290324,311755,270956,480079,120181,278565,281738,182454,40750,155883,343513,250883,183431,92170,424177,431607,122109
None,230420,181234,224547,164729,135475,152956,472705,309599,388352,369496,422905,410210,74896,123096,6031,251000,298311,318457,259061,241202,446802,317357,100787
None,397656,225174,477646,361860,393007,212344,286691,492068,379219,100291,369086,191018,7914,52717,402624,236426,336819,70737,427646,172188,46529,172438,490324
None,82972,183450,347928,57935,218518,309817,142910,166296,78502,56119,23127,302003,263295,67769,416249,9311,208466,217783,166421,236458,222998,105406,74960
None,366960,286152,418054,126194,386887,165470,271367,459585,55623,163082,395275,284952,394611,346352,478067,435958,140757,192354,334980,205928,35933,163924,435696
None,458527,487633,465949,108840,131817,197931,27576,59621,414188,166834,453859,320632,448590,14137,439906,139999,108673,107061,222733,472182,115407,113726,261413
None,212943,207808,110295,125751,133207,408782,151295,101381,118370,64928,154463,181030,496255,388003,266054,237930,361538,267957,9355,437422,373457,302077,286003
None,91103,216675,337493,496698,94679,303047,254875,284546,136222,144736,486572,295924,18214,394804,146703,332345,33975,185475,11981,98109,71318,28050,245192
None,364284,431132,318650,485663,5375,363147,1743,111730,268122,495022,126526,215253,167344,14516,453234,246831,253233,307575,312563,410021,196993,122992,476002
None,348219,356126,22526,110796,337682,401372,204935,37438,219560,49953,267553,474531,99084,109082,161955,416305,53930,128120,493595,214136,85527,490851,361463
None,438989,250887,284933,284845,137624,41718,369932,134933,154396,140815,71930,42101,32813,317544,147371,470360,428809,127409,497949,479090,270450,164860,231086
None,241603,45384,221089,13384,372297,211664,415775,304235,303319,281150,126090,71058,254513,348735,220644,438805,388127,348667,422727,197100,252502,255560,15876
None,229137,43559,146959,343074,456958,129660,160329,106998,292077,183528,329494,385609,159153,288041,375025,110358,81849,293073,212695,73851,397202,346953,447060
None,214533,132671,473587,71637,243960,147812,349873,319146,236407,260055,75259,210722,86177,143900,65970,464776,226342,256628,97316,98414,67710,58675,267131
None,71079,475633,184773,250981,206935,474193,458877,99960,372416,331327,313851,28935,405929,238008,36125,213051,446922,223706,28323,135069,71048,255471,201896
None,79639,51359,229866,311311,251068,255025,57965,92460,315802,79748,259440,155526,426097,220489,186229,408473,29284,112384,314015,21440,260069,90592,386223
None,306528,341263,29473,153236,127753,250356,461094,452280,467297,321673,443445,104965,138051,119894,300729,4177,247370,490591,339826,466787,490846,394859,331135
None,11662,458174,282637,144045,355431,210825,294553,361584,198714,112322,464542,355934,292050,218565,202977,468016,246385,393355,139798,364852,382561,445696,159844
None,114890,204827,388273,201377,99891,301315,221007,359707,187530,416156,57342,386696,325304,150686,98282,478222,192236,213967,499480,294561,423990,16986,127054
None,75931,176409,294470,141983,477281,446702,467962,338913,409006,36712,375848,104639,489932,244252,313055,340985,179855,322750,122076,394791,294821,86804,427239
None,98762,243643,293755,219852,355908,381096,207178,185342,86880,336478,401431,484021,453871,349112,218109,251933,193807,308017,116587,134749,52596,71697,319581
None,180852,151706,75504,343641,275935,226038,121260,324941,236456,349069,86123,72985,454349,267625,193471,452534,445421,187769,144666,226483,170471,320128,75745
None,376447,195244,487191,358674,321140,44254,202944,493802,77814,499121,323949,485032,51772,295988,298456,56302,401155,162595,139759,241926,440916,209000,384362
None,496361,471122,41414,210667,427844,98759,377149,121895,202196,343546,495225,169452,368511,176715,420255,429544,468740,28136,296022,125796,167160,369352,440091
None,98030,155551,263901,411305,257140,5026,265889,50602,36165,78459,100017,273363,41399,423732,466750,421805,223303,426967,429658,424703,347247,160014,200779
None,121332,481444,78400,166352,265090,253473,419488,50860,238193,300954,233087,426608,471698,99230,240658,303783,428035,285400,377302,186063,230170,61965,73998
None,193191,490196,270590,252009,451891,256396,472639,209429,309677,85240,366724,492954,387033,370535,375333,41369,246883,323523,323354,291299,185293,163370,40192
None,71895,50134,120183,422648,42609,101396,151559,452352,22620,93089,149775,337164,54242,251488,344511,236778,69758,354535,284863,339357,396312,324986,2819
None,86834,436329,224752,127844,26231,304826,162356,69337,143943,308529,485967,389983,164742,92280,19612,249686,18105,304135,210367,86944,188993,94308,127635
None,69675,276615,266800,397250,87348,408297,100928,32086,432326,183001,43827,13214,415319,260935,49541,265301,112658,373780,7887,463491,179932,217768,262098
None,38875,54801,232970,498909,272438,82718,19189,452751,364593,19221,107540,328505,83877,125428,406567,126790,194650,464938,298868,199482,86957,328385,275367
None,303221,382872,19871,159564,196154,395244,152210,27287,401072,164320,228914,67465,101159,124142,430993,147952,375303,129966,396105,480400,215765,136121,15857
None,434680,390672,463349,120287,155431,166996,297600,17049,327106,43777,421955,98334,193001,422825,473360,146120,350064,291877,117616,142271,134789,499081,251011
None,323807,73419,149740,92709,222728,483068,82555,306254,495908,335159,355224,173274,456154,470656,467338,358998,210332,111097,58646,343549,398520,241558,191339
None,292282,133467,33765,462986,211192,415016,171137,333054,4072,354739,344289,396098,243237,182484,174904,357115,234796,67640,374784,342455,218929,59457,260881
None,245987,141825,257788,402573,178811,254218,66767,374884,361797,408415,59217,146751,230994,47701,330076,412466,391205,477992,364800,242957,360956,147137,437668
None,263930,177309,60606,203448,494274,345240,301058,69765,403464,499163,187842,279086,347438,230885,48419,291757,455958,307981,328537,138575,75583,33323,207182
None,180302,197987,484594,465220,141705,140876,421818,56879,218662,212602,373915,143679,395126,87347,78088,406384,9245,400528,127220,354682,320783,52523,271241
None,379652,188855,97863,420584,185756,422178,24298,358277,33493,225380,151530,257680,348653,480628,97305,493887,166303,336775,301207,120046,400679,411368,375467
None,184927,471590,123475,18643,212631,248002,163418,296526,193313,456168,151058,132615,320477,362276,203021,119040,419162,135073,472123,219948,133841,38261,412755
None,228463,346261,329536,252090,308493,322587,351667,56312,6313,298780,145107,364635,326690,45441,235182,159836,386658,179501,94547,66652,405480,188733,48982
None,8867,246239,8886,192467,368805,2519,496937,440524,234520,55509,315051,120755,59527,64012,285105,347910,290718,412498,22673,117298,235537,139510,410
None,134572,129540,55409,339901,229341,157695,2559,376088,80115,416010,318885,165585,53634,471489,42028,485599,373802,203750,342349,10162,194036,220590,166922
None,394311,487090,78146,21021,110721,305072,61319,310643,79379,143187,195879,253423,193616,23146,396877,238112,188711,306421,476986,473771,35465,137857,51977
None,369912,177494,175722,13228,452527,450000,250505,102213,153900,165424,222124,379125,117589,230521,376939,382215,68977,96567,77492,1215,449434,271188,22797
None,286366,205136,408639,29740,331468,62101,494147,444847,337966,102255,372064,348208,317548,219091,288258,165760,220750,307999,303065,167722,115547,209843,330247
None,267768,480277,441525,344020,338361,26160,77096,458307,394133,294413,126633,277790,427438,158327,101881,486981,260792,305955,209422,11477,266860,467261,463433
None,220463,338180,199574,200696,310720,144725,190632,476665,65612,409397,18587,109713,428034,47705,104219,141853,367386,393594,274086,48335,496083,367471,381892
None,285,297254,369072,102803,58646,118209,103922,37971,440999,192533,169064,287576,319064,48056,190247,354430,43491,56390,20900,48695,254624,383832,491291
None,228478,62436,348111,25757,261826,69867,5153,98337,72164,329315,330671,390537,97316,312322,301136,202521,238035,203422,198189,180625,284793,448707,165521
None,450310,242289,284260,308550,157098,28010,140054,45619,39934,240602,277185,260107,442272,381827,44269,143814,206326,231739,93563,434682,123492,282215,376423
None,151741,220019,297080,279807,295172,439262,419498,474665,250494,39881,394109,316564,140336,440863,364610,453342,69470,297994,174191,291078,2558,354616,361225
None,419126,184261,443039,213419,400592,460595,308204,179874,157230,217145,373503,315705,141612,174324,456248,488453,429718,75578,327010,33716,128307,343387,374861
None,334714,204484,216509,195040,282224,225104,329208,401206,181936,432909,160700,438763,83401,251436,333469,392707,101484,409624,394347,482083,131218,81979,169342
None,103596,435331,307270,168510,475121,262107,192057,437504,408102,297327,495601,193004,91204,9116,16526,240981,109696,15790,180937,459808,157918,431233,237629
None,355406,473147,17171,292715,499599,322266,456941,255811,393556,363063,485458,375076,175949,237961,305638,72614,379486,432318,75502,256758,167975,74544,464816
None,60097,223296,453587,433421,5825,126068,107792,250974,186843,283525,85310,254662,135424,118772,483357,145559,172850,287325,361947,44817,46435,26872,480468
None,283825,194177,211048,462378,110825,194335,203390,323083,482432,456621,279916,29663,398539,442711,276069,378993,488427,353929,249414,252269,227348,326219,219480
None,165107,163575,261436,438664,468927,496974,430011,246182,11634,402470,368210,65957,395833,123530,276395,21638,473962,153781,420476,364852,45104,490647,277715
None,355255,256612,54677,414731,146199,338487,345109,47928,26880,432911,161901,246735,149940,483489,355320,65713,202606,71809,219608,183088,288735,269752,8634
None,486270,357529,451025,93560,54663,203648,455069,451326,60218,114519,356057,270018,323504,174259,203850,430669,262470,278265,247227,446068,21466,177291,103800
None,28574,225266,85072,411262,481855,78257,59870,497014,9562,466709,456926,384649,262171,44670,457497,480519,85194,467727,99757,261029,158006,1868,71237
None,327621,456517,122865,163556,413364,435295,31657,416220,372609,344959,467174,43072,466280,153427,174610,331993,139925,310301,323260,149158,124481,130827,496225
None,275885,207755,235008,164605,94254,164158,354614,238882,438336,474170,78057,441565,140206,446685,411479,287480,192645,424627,354433,197093,170890,32277,392080
None,394298,167207,477730,355147,44505,253867,309317,323296,479166,245475,367405,25674,494840,146070,399128,208997,350486,298785,40465,70839,438496,60884,153607
None,128069,406711,438025,273410,77097,250547,443130,65317,363313,91866,249652,304864,210809,144269,481215,425151,5325,433348,377460,32273,96555,197288,238499
None,359508,329260,363254,208503,98974,453860,399419,158102,258429,454911,103558,326840,468727,460200,155384,67564,346818,211788,177632,231845,119020,314716,38187
None,126711,63348,73290,258793,470004,416826,369473,388242,481075,229693,472383,154343,278099,265401,106097,301970,498505,281257,236827,420152,355937,219300,306923
None,223602,495415,221305,193332,119918,233022,19110,309865,253492,106792,394736,366771,292707,41715,254323,13977,175818,165976,91440,182869,263959,393515,332032
None,462820,188039,51085,278074,111567,250227,192232,265228,475685,88274,168894,239545,197198,452257,88024,484701,265401,458053,352464,245570,216121,165484,342472
None,365333,191026,431001,69763,448513,361746,395724,45576,292299,274373,177884,335006,199280,27075,247872,468367,401381,101143,79620,340082,167520,43415,226534
None,341545,177634,38250,271980,184304,81124,74016,182639,210369,214516,363447,457404,270847,66987,414088,170000,391941,194109,147778,401892,405986,318345,258494
None,111316,19454,347297,469916,225699,143152,180647,282588,182328,41094,176198,33953,135266,241866,366619,145221,377840,202219,37825,483516,130168,170563,63810
None,224749,105504,401707,187062,439152,247844,167327,444816,312846,237141,486315,439072,216311,121991,224427,189375,3210,121066,261319,211143,217555,94204,197535
None,79843,137586,416055,146527,476278,301524,54820,477883,247543,377056,13800,50742,229056,11623,323412,82786,430143,307862,121089,427111,64121,127179,341429
None,322893,455707,188619,180415,70965,345475,26839,81970,129222,309145,207619,214738,141812,109937,299626,281396,7645,488095,326902,227090,336737,450988,481393
None,123642,475703,486725,191044,182427,447640,304139,178847,462618,158888,54098,433447,362007,10853,85641,53054,431217,7628,371759,121595,330130,196276,296116
None,5659,137586,95906,122081,492096,290728,341590,335740,252419,236064,122632,161897,90982,345540,353268,168203,189201,352181,376232,335249,312875,253425,243915
None,344329,332668,309853,359422,48343,228221,399545,14252,19464,348502,402176,398184,83737,7687,100685,494503,18442,443604,441420,249211,141572,258198,73476
None,438348,289560,323062,498120,429785,422735,365289,41244,211272,284799,130638,360147,457381,260252,138414,235953,32220,409351,125309,183866,409631,333330,299717
None,295128,268685,167320,193934,357704,220393,407831,287109,384650,377559,183128,287995,192266,166962,113448,255490,116885,229237,321397,374478,31090,480174,352950
None,239764,368943,303225,354122,8364,5592,281800,428854,232910,247345,381154,184694,32654,472108,435632,186991,230636,30021,226471,184982,85602,407170,159714
None,371670,292218,150228,349148,123570,446718,480894,279059,213275,446455,85348,182384,75333,402835,445494,332403,388107,85101,178750,323564,215482,167382,493899
None,202949,17502,277260,54115,196142,197967,283957,60536,134725,155386,49265,499856,314975,227496,127753,75071,361895,338866,91529,130051,355625,319496,186340
None,118678,499657,257670,122088,408771,157944,244972,472046,279774,416672,469579,205538,415383,352991,348323,310344,120460,312053,251499,391205,470100,196600,19980
None,159512,40688,382317,175134,487563,38721,71158,466528,29317,392182,45880,122060,68285,174282,232998,362393,146570,117902,290640,125955,316004,71956,165492
None,90187,233126,414576,188186,475269,244148,138493,299284,116476,43954,156735,313557,50079,492414,257032,223544,80454,110443,303639,217483,295290,148936,130487
None,363515,146588,201575,494509,244489,187834,63485,461168,484166,336561,156582,148362,169986,199575,101063,321717,49956,10139,384759,280742,23946,417584,308810
None,315318,469744,88806,31935,9932,459960,254814,196920,305039,412151,11796,108451,387763,340011,258728,297931,10423,153876,440009,179751,173539,403957,449737
None,278477,108266,166219,286140,342585,461907,283958,73605,221212,251074,200230,465784,452153,116516,252082,455565,324507,44027,240345,457897,332627,306448,461601
None,135632,39227,163006,6543,173470,97506,425579,118227,383527,92018,288669,388169,450230,132535,137770,398598,137692,432597,256741,478407,124306,483272,357715
None,268882,36749,344019,85799,34149,496117,165741,456878,173910,452618,393288,38273,89920,491470,350260,454258,163443,159204,69985,192877,72715,113542,34718
None,142542,268455,302620,212955,324287,70302,286665,106052,25240,118548,348322,202458,491813,83505,123160,135849,150949,316573,61966,331575,215406,281793,291905
None,198233,78231,433297,332351,291245,120306,270097,7580,427745,332929,263981,321509,20319,43160,391065,54210,266750,279187,337132,356338,135670,221609,195255
None,200993,112620,55048,245306,467708,247370,82520,59226,388820,93368,414561,369807,464618,90609,313484,381738,468466,412679,221149,170585,488748,396639,462994
None,112833,385449,350107,400857,190528,493229,449270,46414,419250,462869,277169,232243,490651,437037,195507,47145,462582,301140,30021,245529,387452,433579,47097
None,52215,233669,69942,168768,315496,229640,261015,448648,178482,113045,61921,330675,476212,370705,359127,360075,487899,496990,458647,5746,140676,333923,482944
None,221401,356530,225413,27801,195703,458287,403155,11902,498760,69419,328103,51607,388060,370080,177001,278694,43575,150510,76205,96762,213648,375272,245011
None,492540,376161,32513,10449,163735,331518,24870,218964,156357,140317,94152,477931,389212,186452,439134,52743,90854,154397,71284,289464,81618,298808,224896
None,896,176015,26543,395186,218115,409789,494584,214804,11869,328525,226873,41665,2688,145226,116951,195048,478373,141174,449766,185533,27640,390245,394617
None,109405,97560,323645,94983,329125,4467,373706,75600,393942,158740,122566,219906,28544,30838,225111,199107,83742,268465,245199,89363,225118,435767,248484
None,172392,481636,79994,124845,141494,121531,84941,157875,313516,387665,347458,304545,326473,120121,385223,270164,29195,454986,200589,90626,137054,392803,117539
None,381813,204997,189536,164925,415344,296842,79196,205412,341282,356902,192607,122033,11766,236421,323367,393136,327292,321078,205223,350994,460598,226620,181800
None,205859,50885,153645,237397,7031,442665,220174,157154,260747,242241,160379,431364,228902,209763,450386,139714,272791,182862,39544,51513,173817,31104,282906
None,395260,168581,375028,236911,145508,393169,21890,267408,361364,274108,48136,415599,399978,88230,464446,401728,169865,479755,121365,380829,233377,219180,499627
None,196852,268564,400037,445260,78800,443884,112989,178218,362906,184470,354879,85959,390559,160973,465814,325217,455358,66674,42260,390675,108711,165355,340641
None,116373,197761,283152,125165,202941,129972,417258,283191,362502,135568,451764,1585,130078,227225,309534,197686,137217,198318,183816,393613,374465,173885,177383
None,472863,433392,125979,126029,286566,149095,271847,146361,232352,158646,139155,420828,360601,471525,294771,304817,192982,495103,384745,145079,239673,435259,423872
None,358346,245437,96359,352502,268065,30199,317345,142026,210922,281117,492799,142120,94743,293022,18799,445982,215488,237431,30031,218236,125647,471595,268195
None,70616,483874,354050,169537,365622,71424,327846,10497,251747,406054,479059,217464,92281,420733,12684,140294,40635,373001,342568,62280,345009,130181,273281
None,182413,103133,142830,20144,422411,300855,377882,386083,160141,466178,59605,329578,260249,457488,43016,408430,85587,193454,335170,367843,341984,217780,228737
None,90273,298105,33464,55953,426431,422497,492846,100347,79233,338853,256871,487992,239880,52918,58165,158573,241741,223658,219462,423361,305047,15327,492854
None,410805,228025,127199,91220,124525,140537,279333,255800,467167,730,422588,318372,314945,487218,325101,465190,287931,151368,59189,277468,328896,134146,406037
None,454825,118353,479848,243119,316468,244234,491893,5119,388994,325465,486485,356473,100252,105157,48630,448864,341839,82078,111549,449847,469895,303212,294398
None,391074,284117,471634,370563,13591,264066,249357,193815,368522,105894,394881,314155,326699,423874,150711,93523,1417,301295,413275,17684,485308,395670,44545
None,479881,479870,346875,270175,145873,420165,325209,230612,52623,180651,254563,168978,38477,491736,75902,425609,266432,270483,36345,467632,80384,495016,250173
None,142985,90464,14875,317826,70767,203961,375294,284064,187289,339656,110198,202257,133560,253255,244071,315960,140425,313559,479054,46809,327999,476380,354511
None,370035,375178,12508,111397,334750,116009,392991,154664,47811,374831,118418,22089,9503,59215,250442,277178,171766,491394,24465,135997,236644,421869,115913
None,419886,161140,101351,117270,231954,486542,152175,430350,117542,398392,169958,77483,453121,360173,195785,477506,196635,76461,387867,123647,348621,421465,23171
None,84372,100345,35999,365626,221951,258670,366457,191980,144534,313067,55865,62718,60202,228270,133593,328009,258077,396243,167066,392456,116393,380232,459736
None,434278,71370,220456,349350,47716,84082,446943,452632,438707,455070,209224,159679,128970,47568,159511,16319,294219,214940,42841,109036,35940,350882,61205
None,462951,271756,54130,284636,423996,426940,76521,437209,172587,27494,32389,429662,464578,216179,111490,160021,339581,93534,143084,343249,335126,250216,109581
None,850,118528,100376,272833,294560,415762,73317,306662,379101,346750,41036,289078,100709,439169,251238,215500,228870,167960,47098,341404,485222,35606,424428
None,173649,308589,151018,315283,298536,77720,339119,168678,308739,410890,143398,267536,268776,395706,483758,67486,159886,244531,279307,94695,131134,264345,153775
None,405700,259349,207492,207037,256824,411055,320155,453846,69820,415708,64668,421340,27991,342126,37514,134188,266904,107859,230441,283269,394157,109281,208792
None,226013,218263,17013,316419,462122,447071,457941,463017,462628,54191,463955,163129,392800,98991,406835,80889,102752,71153,136327,399435,208167,471789,27833
None,190791,455317,176628,4247,349480,94552,2082,412670,468086,487907,39494,260992,60697,283070,97428,370391,479048,379257,83820,312891,197711,143583,395153
None,467510,444806,263272,293649,374010,389966,431548,94318,427508,459302,291150,291158,462483,227176,246903,15924,417531,268874,284109,225480,65377,270559,349846
None,227258,350956,408814,60511,463254,367522,203518,100865,381919,453242,223459,350375,364379,87065,276877,36416,235741,285145,340294,152128,443065,111537,346960
None,460076,202675,157359,113807,138981,312656,126717,235013,232675,325152,226311,462398,488865,221945,353029,13892,370456,193527,310544,159398,469589,168444,9102
None,419064,346102,326618,186203,98298,229628,305558,497564,270402,442703,177083,464440,356258,108840,446500,286493,322002,252774,97242,262562,438713,496937,287642
None,344743,31758,292726,142993,404742,54330,494295,211017,356933,50313,336817,315481,362937,302363,487137,350592,386950,119575,413062,80031,456177,177209,433351
None,395417,257811,75521,122457,446889,120157,364708,379828,101376,434112,465604,169831,362326,305395,284428,381537,146443,210485,51220,318313,49947,251645,300168
None,49219,400640,39128,332769,462920,467383,272519,365923,133244,56991,26969,162500,198558,196445,439714,38621,22104,281692,309251,264529,43973,456024,368062
None,192409,171966,218625,316804,5434,185363,264122,45455,498744,108396,387012,6028,302416,230395,446520,281239,384374,5436,306671,244856,427177,465678,392214
None,288552,162929,497051,249632,442471,272252,356584,290963,291466,486268,450960,128050,53290,57689,148350,139474,204423,432306,433804,304292,82900,186320,153944
None,230311,17056,463014,370553,456450,137130,340679,241645,149669,468720,408313,446670,68369,32627,430148,5097,481778,146585,118948,487908,366365,129980,302043
None,259900,347704,49315,7321,493989,151995,144280,5942,159927,366178,229284,77390,409261,161472,6637,178313,397841,52891,350775,222516,54054,353164,98721
None,348923,404856,313281,336678,299630,334181,379823,179908,435803,498962,268880,50208,327235,446054,184668,462147,418506,356751,486139,379056,397202,137232,288392
None,244339,449896,468582,277155,143941,289608,10749,156866,290492,446667,488718,485868,458454,183010,440480,198410,249450,25964,467894,244746,98337,271542,266888
None,310280,30641,491831,238592,457869,161852,362554,386490,114081,463518,385211,318937,328433,246798,262168,35282,298994,48949,285391,233274,86288,443616,347514
None,374190,140748,286727,335502,317024,252224,394724,438869,349661,217673,469782,412281,8774,20987,230407,467536,22267,417006,293453,86318,321275,202536,162931
None,179353,414231,152701,184227,240469,461295,405235,337930,340932,219408,31901,395567,57377,118300,210033,456106,285836,337463,507,264091,265971,459911,233991
None,271363,24063,458628,253831,95064,7128,141556,320915,254448,321521,344703,450334,302010,215233,228767,269420,268730,92836,220945,160810,433575,140756,476717
None,322852,214049,236518,132536,214623,218059,333761,379107,19691,288277,298948,214040,93779,272742,305460,392633,233401,104816,54247,238275,314257,169948,209696
None,496510,29164,14571,477948,410525,4980,439222,415978,184494,418751,398840,472884,38492,141304,439017,408361,328902,495137,171220,291069,333527,82665,288320
